user_id,variant,timestamp,pre_metric,baseline_sessions,segment,outcome,support_tickets
184,treatment,2025-01-01 03:03:00,0.975700587288188,2,high_intent,1,0
185,treatment,2025-01-01 03:04:00,0.9122704603328996,1,high_intent,0,0
186,control,2025-01-01 03:05:00,-1.4427010769418895,3,casual,0,0
187,control,2025-01-01 03:06:00,0.8753651348401067,7,high_intent,1,0
188,control,2025-01-01 03:07:00,0.571726836693277,5,exploring,1,0
189,control,2025-01-01 03:08:00,0.9555685367890163,1,high_intent,1,0
190,control,2025-01-01 03:09:00,-0.8199007204910732,6,casual,0,0
191,control,2025-01-01 03:10:00,0.8843768984001172,3,high_intent,0,0
192,treatment,2025-01-01 03:11:00,0.3675308819373874,5,exploring,0,0
193,control,2025-01-01 03:12:00,-1.119043011381497,5,casual,0,0
194,treatment,2025-01-01 03:13:00,1.2427316469535405,6,high_intent,0,0
195,control,2025-01-01 03:14:00,-0.7508948197317801,1,casual,0,0
196,treatment,2025-01-01 03:15:00,-0.9792211778765598,7,casual,1,0
197,control,2025-01-01 03:16:00,0.3924058825823977,3,exploring,0,0
198,control,2025-01-01 03:17:00,-0.5802601733506476,5,casual,0,0
199,treatment,2025-01-01 03:18:00,0.35752751823511275,1,exploring,0,0
200,treatment,2025-01-01 03:19:00,-0.23145045925448915,4,exploring,0,0
201,treatment,2025-01-01 03:20:00,0.28164183815651644,4,exploring,1,0
202,treatment,2025-01-01 03:21:00,0.7991251680049747,3,exploring,0,0
203,treatment,2025-01-01 03:22:00,-0.024943754762356822,5,exploring,1,0
204,control,2025-01-01 03:23:00,0.8510369482961997,7,high_intent,0,0
205,treatment,2025-01-01 03:24:00,0.8303412491276828,9,high_intent,0,0
206,control,2025-01-01 03:25:00,-0.8048175889442148,3,casual,0,0
207,treatment,2025-01-01 03:26:00,0.8381912123255372,0,high_intent,1,0
208,treatment,2025-01-01 03:27:00,0.6082448771245187,4,exploring,0,0
209,treatment,2025-01-01 03:28:00,0.13884789426374192,4,exploring,0,0
210,control,2025-01-01 03:29:00,1.0933325672536431,4,high_intent,0,0
211,control,2025-01-01 03:30:00,1.6150742962131994,2,high_intent,0,0
212,control,2025-01-01 03:31:00,0.7463655880899209,5,exploring,0,0
213,control,2025-01-01 03:32:00,-1.4144542575242784,6,casual,0,0
214,treatment,2025-01-01 03:33:00,0.4410748548448105,6,exploring,0,0
215,treatment,2025-01-01 03:34:00,-0.11781937358652762,2,exploring,0,0
216,control,2025-01-01 03:35:00,-0.2507513961682601,1,exploring,0,0
217,treatment,2025-01-01 03:36:00,0.3449126893748282,3,exploring,0,0
218,treatment,2025-01-01 03:37:00,-0.30626536340137717,5,exploring,0,0
219,control,2025-01-01 03:38:00,1.593439044819904,2,high_intent,1,0
220,treatment,2025-01-01 03:39:00,0.27859828134406023,4,exploring,0,0
221,treatment,2025-01-01 03:40:00,0.030266837758078684,6,exploring,0,0
222,control,2025-01-01 03:41:00,0.772089702400384,3,exploring,1,0
223,treatment,2025-01-01 03:42:00,0.7889097784203898,4,exploring,0,0
224,treatment,2025-01-01 03:43:00,1.1594674284240736,7,high_intent,0,0
225,treatment,2025-01-01 03:44:00,0.6275874491141339,2,exploring,0,0
226,control,2025-01-01 03:45:00,-0.0210768140708291,2,exploring,0,0
227,treatment,2025-01-01 03:46:00,0.14549507177665605,3,exploring,0,0
228,treatment,2025-01-01 03:47:00,-2.0786850990919654,3,casual,0,0
229,treatment,2025-01-01 03:48:00,-1.4088233860204806,6,casual,0,0
230,treatment,2025-01-01 03:49:00,1.0215044249671505,5,high_intent,0,0
231,control,2025-01-01 03:50:00,-0.30253101594828163,3,exploring,0,0
232,treatment,2025-01-01 03:51:00,1.7715360923544488,8,high_intent,0,0
233,treatment,2025-01-01 03:52:00,1.7612838316962955,6,high_intent,0,0
234,treatment,2025-01-01 03:53:00,-1.19859347546481,3,casual,0,0
235,control,2025-01-01 03:54:00,0.3155074766848705,6,exploring,0,0
236,control,2025-01-01 03:55:00,2.8138141340943204,7,high_intent,0,0
237,treatment,2025-01-01 03:56:00,-0.7479572550427069,8,casual,0,0
238,control,2025-01-01 03:57:00,0.3979926947368545,3,exploring,0,0
239,treatment,2025-01-01 03:58:00,-0.20751131668939385,5,exploring,0,1
240,treatment,2025-01-01 03:59:00,-0.21812156514951933,4,exploring,0,0
241,control,2025-01-01 04:00:00,-0.2546386264365417,4,exploring,0,0
242,control,2025-01-01 04:01:00,-0.0010531547067846151,4,exploring,0,0
243,control,2025-01-01 04:02:00,0.7552104964018885,4,exploring,1,0
244,treatment,2025-01-01 04:03:00,-0.7632218195221135,4,casual,0,0
245,control,2025-01-01 04:04:00,0.5053606779641543,5,exploring,0,0
246,control,2025-01-01 04:05:00,-0.6682649535977169,2,casual,0,0
247,control,2025-01-01 04:06:00,0.5243864080415177,1,exploring,1,0
248,treatment,2025-01-01 04:07:00,0.32315048699501703,0,exploring,0,1
249,treatment,2025-01-01 04:08:00,-0.7371294652085775,4,casual,0,0
250,control,2025-01-01 04:09:00,0.152704786216606,6,exploring,0,0
251,control,2025-01-01 04:10:00,-0.696236234759616,2,casual,0,0
252,treatment,2025-01-01 04:11:00,-0.8030997967234503,3,casual,0,0
253,control,2025-01-01 04:12:00,1.1499656357813577,4,high_intent,0,0
254,control,2025-01-01 04:13:00,-1.7484482807333954,4,casual,0,0
255,control,2025-01-01 04:14:00,0.5584981602016471,7,exploring,0,0
256,control,2025-01-01 04:15:00,0.7020300714990205,3,exploring,0,0
257,control,2025-01-01 04:16:00,-0.5579782112686291,5,casual,0,0
258,treatment,2025-01-01 04:17:00,1.0726369667024427,5,high_intent,0,0
259,treatment,2025-01-01 04:18:00,0.8985949534880301,2,high_intent,0,0
260,control,2025-01-01 04:19:00,-1.2390399214951533,3,casual,1,0
261,control,2025-01-01 04:20:00,0.5259020013185546,1,exploring,1,0
262,treatment,2025-01-01 04:21:00,0.47025369464820754,5,exploring,0,0
263,control,2025-01-01 04:22:00,-0.6983033092355889,2,casual,0,0
264,control,2025-01-01 04:23:00,0.5754211001115527,0,exploring,0,0
265,control,2025-01-01 04:24:00,0.7446013371185033,3,exploring,0,0
266,control,2025-01-01 04:25:00,-0.6816888495335125,6,casual,0,0
267,treatment,2025-01-01 04:26:00,-1.9165749295245906,1,casual,0,0
268,control,2025-01-01 04:27:00,0.4068353948120994,1,exploring,0,0
269,control,2025-01-01 04:28:00,-0.7025950272775734,6,casual,0,0
270,treatment,2025-01-01 04:29:00,-1.6507628280067483,3,casual,0,0
271,treatment,2025-01-01 04:30:00,-0.3554302187192056,4,exploring,0,0
272,control,2025-01-01 04:31:00,-2.29381838869998,2,casual,0,0
273,control,2025-01-01 04:32:00,-0.31133431276858264,4,exploring,0,0
274,treatment,2025-01-01 04:33:00,1.4735672311656849,2,high_intent,0,0
275,control,2025-01-01 04:34:00,-2.7488343005495004,1,casual,0,0
276,treatment,2025-01-01 04:35:00,0.4618630872697505,6,exploring,0,0
277,control,2025-01-01 04:36:00,-0.8794865137008242,2,casual,0,0
278,treatment,2025-01-01 04:37:00,-0.3828401425729217,5,exploring,0,0
279,treatment,2025-01-01 04:38:00,-0.8681388567189958,2,casual,0,0
280,treatment,2025-01-01 04:39:00,0.6350734784758659,4,exploring,0,1
281,treatment,2025-01-01 04:40:00,0.006734143811589152,6,exploring,0,0
282,control,2025-01-01 04:41:00,-0.7419153330220856,7,casual,1,0
283,control,2025-01-01 04:42:00,-1.2538591566342583,5,casual,0,0
284,treatment,2025-01-01 04:43:00,-0.39783262668855984,4,exploring,0,0
285,treatment,2025-01-01 04:44:00,1.1363573992887293,3,high_intent,0,0
286,control,2025-01-01 04:45:00,-1.1622111331500644,4,casual,0,0
287,control,2025-01-01 04:46:00,0.4216706035112139,1,exploring,0,0
288,treatment,2025-01-01 04:47:00,0.34590903018589214,6,exploring,0,0
289,treatment,2025-01-01 04:48:00,-1.9262819082357419,4,casual,0,0
290,treatment,2025-01-01 04:49:00,1.0898296440294897,4,high_intent,0,0
291,control,2025-01-01 04:50:00,-0.021905605999845108,4,exploring,0,0
292,control,2025-01-01 04:51:00,2.1871629251561866,1,high_intent,0,0
293,treatment,2025-01-01 04:52:00,1.707881416725355,8,high_intent,0,0
294,treatment,2025-01-01 04:53:00,-0.22550509127489976,3,exploring,0,0
295,treatment,2025-01-01 04:54:00,-0.13306405702426105,3,exploring,0,0
296,treatment,2025-01-01 04:55:00,-0.9616735396838861,4,casual,0,0
297,treatment,2025-01-01 04:56:00,-1.3202632588767802,2,casual,0,0
298,treatment,2025-01-01 04:57:00,0.7924173236043114,3,exploring,0,0
299,treatment,2025-01-01 04:58:00,-0.22766744961905205,2,exploring,0,0
300,control,2025-01-01 04:59:00,-0.37496667604370304,4,exploring,0,0
301,treatment,2025-01-01 05:00:00,-0.149220436403977,2,exploring,0,0
302,control,2025-01-01 05:01:00,0.6804357452487808,3,exploring,0,0
303,treatment,2025-01-01 05:02:00,0.9357671719187531,4,high_intent,0,0
304,treatment,2025-01-01 05:03:00,0.018392330788286927,0,exploring,1,0
305,treatment,2025-01-01 05:04:00,-0.17152275805463676,3,exploring,0,0
306,control,2025-01-01 05:05:00,0.11828002514050191,1,exploring,1,0
307,control,2025-01-01 05:06:00,2.037780138461895,7,high_intent,0,0
308,control,2025-01-01 05:07:00,-2.0085495437201653,3,casual,0,0
309,control,2025-01-01 05:08:00,-1.1124154433267457,3,casual,0,0
310,treatment,2025-01-01 05:09:00,0.48184324830376984,5,exploring,0,0
311,treatment,2025-01-01 05:10:00,0.16229455045759975,1,exploring,0,0
312,control,2025-01-01 05:11:00,1.219675555235032,3,high_intent,0,0
313,treatment,2025-01-01 05:12:00,1.300408928207567,7,high_intent,0,0
314,treatment,2025-01-01 05:13:00,1.952976935025396,2,high_intent,0,0
315,control,2025-01-01 05:14:00,-0.7616202714499553,2,casual,0,0
316,treatment,2025-01-01 05:15:00,0.6192508465092511,3,exploring,0,0
317,treatment,2025-01-01 05:16:00,-0.21210122166019327,1,exploring,0,0
318,control,2025-01-01 05:17:00,0.9693962549752626,4,high_intent,1,0
319,control,2025-01-01 05:18:00,0.2020278635946517,1,exploring,0,0
320,treatment,2025-01-01 05:19:00,0.886381845747261,2,high_intent,0,0
321,treatment,2025-01-01 05:20:00,-0.7047153811571666,4,casual,0,0
322,control,2025-01-01 05:21:00,0.18228213889465278,2,exploring,0,0
323,treatment,2025-01-01 05:22:00,-0.48091912673181125,4,exploring,0,0
324,treatment,2025-01-01 05:23:00,-0.23384315304231093,2,exploring,0,0
325,treatment,2025-01-01 05:24:00,-0.4225855053025474,5,exploring,0,0
326,control,2025-01-01 05:25:00,-0.9861200053767424,4,casual,1,1
327,control,2025-01-01 05:26:00,1.114513626664462,4,high_intent,0,0
328,treatment,2025-01-01 05:27:00,0.3117024974764448,2,exploring,0,0
329,control,2025-01-01 05:28:00,1.091426347559408,1,high_intent,0,0
330,control,2025-01-01 05:29:00,-0.9514441679520778,1,casual,0,0
331,treatment,2025-01-01 05:30:00,-1.8904380671521466,1,casual,0,0
332,control,2025-01-01 05:31:00,-0.6098805396567729,7,casual,0,0
333,treatment,2025-01-01 05:32:00,-0.12523443045841387,7,exploring,1,0
334,control,2025-01-01 05:33:00,0.797649792391013,1,exploring,0,0
335,treatment,2025-01-01 05:34:00,1.0587849305911856,4,high_intent,0,0
336,control,2025-01-01 05:35:00,1.2195042426502771,2,high_intent,0,0
337,treatment,2025-01-01 05:36:00,1.5311605654382723,2,high_intent,0,0
338,control,2025-01-01 05:37:00,0.7384442111929133,3,exploring,1,0
339,control,2025-01-01 05:38:00,0.13387995040907288,1,exploring,0,0
340,control,2025-01-01 05:39:00,-0.7240100258146186,1,casual,1,0
341,control,2025-01-01 05:40:00,0.6973469279076867,3,exploring,0,0
342,control,2025-01-01 05:41:00,-0.46654516623271275,2,exploring,1,0
343,treatment,2025-01-01 05:42:00,-0.7637142938625385,5,casual,0,0
344,control,2025-01-01 05:43:00,0.6000125004157316,4,exploring,1,0
345,control,2025-01-01 05:44:00,0.24044387074757856,5,exploring,0,0
346,treatment,2025-01-01 05:45:00,0.8642676429175257,4,high_intent,0,0
347,treatment,2025-01-01 05:46:00,-0.6776112090787917,6,casual,0,0
348,treatment,2025-01-01 05:47:00,1.1737668810361277,6,high_intent,0,0
349,control,2025-01-01 05:48:00,0.3777812864048608,2,exploring,0,0
350,control,2025-01-01 05:49:00,-0.140354707834589,5,exploring,0,0
351,control,2025-01-01 05:50:00,-0.7175999668974294,2,casual,0,0
352,control,2025-01-01 05:51:00,-1.0315805605715118,5,casual,0,0
353,control,2025-01-01 05:52:00,-1.3135843986082558,2,casual,0,0
354,treatment,2025-01-01 05:53:00,1.3998216168454447,2,high_intent,0,0
355,control,2025-01-01 05:54:00,-1.3665075639373183,0,casual,0,0
356,control,2025-01-01 05:55:00,0.6449455357529705,2,exploring,0,0
357,treatment,2025-01-01 05:56:00,-0.21706829955342016,2,exploring,0,0
358,control,2025-01-01 05:57:00,-0.5394685811409912,3,casual,0,0
359,control,2025-01-01 05:58:00,-0.4389070323738541,8,exploring,0,0
360,treatment,2025-01-01 05:59:00,-0.06932929798158852,0,exploring,0,0
361,control,2025-01-01 06:00:00,0.9134318006370309,3,high_intent,0,0
362,treatment,2025-01-01 06:01:00,0.5783930307373084,0,exploring,0,0
363,control,2025-01-01 06:02:00,0.02417130495689895,2,exploring,0,0
364,treatment,2025-01-01 06:03:00,-1.3199367006274259,6,casual,0,0
365,treatment,2025-01-01 06:04:00,-1.7222256816965507,3,casual,0,0
366,treatment,2025-01-01 06:05:00,1.8580772732594628,2,high_intent,0,0
367,control,2025-01-01 06:06:00,-0.9635434551724015,2,casual,0,0
368,treatment,2025-01-01 06:07:00,-1.514846919790476,4,casual,0,1
369,treatment,2025-01-01 06:08:00,1.127421884750817,7,high_intent,0,0
370,control,2025-01-01 06:09:00,-1.446468549843827,2,casual,0,0
371,control,2025-01-01 06:10:00,0.7536347141339889,1,exploring,1,0
372,control,2025-01-01 06:11:00,0.9392983688548666,3,high_intent,0,0
